iter	RMSE
444	141.1445781
445	140.4100273
446	140.2222842
447	139.3614967
448	139.2783865
449	139.1962846
450	138.4908772
451	138.3473651
452	138.2678049
453	138.0924538
454	137.4016588
455	137.2649258
456	136.4559406
457	136.3801406
458	135.7167832
459	135.6423869
460	135.4774203
461	134.8278839
462	134.69937
463	133.9383757
464	133.8675169
465	133.7975159
466	133.2123511
467	133.0569676
468	132.4825685
469	132.3308767
470	131.7275626
471	131.6089451
472	131.5437215
473	130.8869019
474	130.7419766
475	130.1537508
476	130.0123638
477	129.4773876
478	129.4158089
479	128.8916549
480	128.8312317
481	128.7715412
482	128.25839
483	128.1998189
484	128.1419586
485	127.5407735
486	127.4839869
487	127.2673718
488	126.9379129
489	126.3986806
490	126.1871208
491	125.6574955
492	125.3738556
493	124.8528118
494	124.5322542
495	124.0195602
496	123.8128
497	123.4980273
498	122.8925696
499	122.6899951
500	122.3817464
501	121.883422
502	121.5805394
503	121.0902378
504	120.892418
505	120.5950448
506	120.1124204
507	119.8579193
508	119.383186
509	119.1901053
510	118.7831296
511	118.4941641
512	118.0189761
513	117.7349932
514	117.2671771
515	117.0784555
516	116.6188093
517	116.3388023
518	115.8022342
519	115.6171831
520	115.1715258
521	114.896435
522	114.5237927
523	114.2895273
524	113.8988236
525	113.5153577
526	113.138993
527	112.7439276
528	112.3730757
529	112.0090994
530	111.5251218
531	111.1355802
532	110.7821038
533	110.3156221
534	110.0544408
535	109.8794138
536	109.5364432
537	109.1998409
538	108.7160019
539	108.3777279
540	108.1290429
541	107.8857461
542	107.5571279
543	107.2296856
544	106.9081681
545	106.5856656
546	106.2691954
547	105.8191829
548	105.4732947
549	105.2446296
550	105.0910457
551	104.651467
552	104.5009671
553	104.2776824
554	103.9683499
555	103.5413503
556	103.3939823
557	103.0729324
558	102.7717841
559	102.3589895
560	102.0438127
561	101.8329825
562	101.5391513
563	101.1693945
564	100.9902493
565	100.8633333
566	100.5826706
567	100.2280728
568	100.02352
569	99.88800983
570	99.60871385
571	99.26008527
572	98.96720604
573	98.67759798
574	98.34024977
575	98.05641661
576	97.86702489
577	97.59493307
578	97.26219193
579	97.10135906
580	96.88166152
581	96.61563757
582	96.29276264
583	96.02344614
584	95.71175383
585	95.60108634
586	95.4234988
587	95.16613499
588	94.85905832
589	94.59954083
590	94.42851634
591	94.17681297
592	93.87870262
593	93.67653633
594	93.38915723
595	93.27543104
596	93.13216268
597	92.84689742
598	92.74509779
599	92.49547226
600	92.25265783
601	92.01090553
602	91.78372212
603	91.54731749
604	91.31674643
605	91.08551448
606	90.94632512
607	90.70920088
608	90.47675068
609	90.29490323
610	90.06637369
611	89.9311739
612	89.70721689
613	89.48768649
614	89.26213439
615	89.04622564
616	88.83458567
617	88.7035294
618	88.4961395
619	88.21117171
620	88.00737013
621	87.72850027
622	87.45610856
623	87.25533979
624	86.98880208
625	86.7192309
626	86.51452926
627	86.31616901
628	86.06327039
629	85.80773452
630	85.61454571
631	85.41863302
632	85.22659335
633	85.02215196
634	84.83474053
635	84.64542575
636	84.51691306
637	84.35370054
638	84.19332744
639	83.96687285
640	83.808962
641	83.65379179
642	83.41452684
643	83.18062843
644	83.02732519
645	82.81076893
646	82.66404726
647	82.51519484
648	82.39282191
649	82.24694034
650	82.10358136
651	81.9070622
652	81.74125009
653	81.54867837
654	81.40960353
655	81.22122396
656	81.08431717
657	80.90004627
658	80.74043983
659	80.55988567
660	80.42708734
661	80.29658476
662	80.11976956
663	79.99130805
664	79.81837785
665	79.66684929
666	79.49742647
667	79.34380627
668	79.17779363
669	79.02664352
670	78.86398004
671	78.71526522
672	78.55589072
673	78.40957672
674	78.25343185
675	78.10948458
676	77.9565108
677	77.78825576
678	77.64819924
679	77.49803965
680	77.36025404
681	77.21315976
682	77.07761247
683	76.93352716
684	76.80018596
685	76.59109148
686	76.45226844
687	76.3205323
688	76.18455719
689	76.00694221
690	75.91288458
691	75.78439729
692	75.65171387
693	75.50962452
694	75.41722574
695	75.28697972
696	75.16000104
697	75.03113249
698	74.90252425
699	74.77721703
700	74.64248456
701	74.51951564
702	74.39326123
703	74.24136276
704	74.11779221
705	73.99629244
706	73.87402435
707	73.7552741
708	73.64793109
709	73.52585248
710	73.40551188
711	73.31332275
712	73.19325746
713	73.03339469
714	72.84763178
715	72.74514438
716	72.65444101
717	72.60463182
718	72.4858537
719	72.30461494
720	72.20389389
721	72.10495337
722	72.01571522
723	71.96642457
724	71.84859567
725	71.67196337
726	71.57472659
727	71.4870047
728	71.31473188
729	71.21935931
730	71.17054822
731	71.08448626
732	70.99071051
733	70.85106652
734	70.70313028
735	70.53484733
736	70.44266457
737	70.35786245
738	70.30997205
739	70.15217088
740	70.06906975
741	70.02174761
742	69.85996718
743	69.77047367
744	69.68469603
745	69.59672698
746	69.47726617
747	69.43041728
748	69.27307074
749	69.12582088
750	69.04143936
751	68.99511142
752	68.8482894
753	68.76971161
754	68.63836077
755	68.59247316
756	68.50769083
757	68.35863314
758	68.27552685
759	68.11843799
760	68.03681427
761	67.89088536
762	67.80917585
763	67.73318217
764	67.68811907
765	67.57737977
766	67.43485266
767	67.35455943
768	67.22277046
769	67.18191623
770	67.13773651
771	67.05881055
772	66.90450876
773	66.86080368
774	66.72924177
775	66.68967635
776	66.55686504
777	66.48328326
778	66.37435594
779	66.33191639
780	66.20502554
781	66.09724615
782	65.97158102
783	65.93301832
784	65.78450229
785	65.67823626
786	65.61472342
787	65.57340749
788	65.42592706
789	65.3021475
790	65.17994402
791	65.13900346
792	65.07635584
793	64.93039044
794	64.89313237
795	64.85307113
796	64.70917639
797	64.58912092
798	64.55261823
799	64.43009447
800	64.39118653
801	64.28860064
802	64.16911555
803	64.10697327
804	64.00541576
805	63.96683976
806	63.85015014
807	63.75492712
808	63.61486729
809	63.49668241
810	63.4352128
811	63.33045749
812	63.25623858
813	63.21824149
814	63.11482406
815	62.99991442
816	62.96231741
817	62.8600767
818	62.82563561
819	62.78887077
820	62.72819193
821	62.62716731
822	62.56745833
823	62.47498549
824	62.41622946
825	62.31937768
826	62.20960506
827	62.09540203
828	62.03737154
829	61.92700772
830	61.827631
831	61.76616186
832	61.70991033
833	61.65054399
834	61.55521934
835	61.52127787
836	61.48509386
837	61.33582837
838	61.30024473
839	61.24560115
840	61.15651529
841	61.06260484
842	61.00473081
843	60.96945244
844	60.82368995
845	60.71598949
846	60.66276669
847	60.60667052
848	60.53534564
849	60.46086594
850	60.42599805
851	60.26065284
852	60.20986145
853	60.13727765
854	60.10515213
855	60.05244981
856	59.8896483
857	59.81894293
858	59.78458154
859	59.71506206
860	59.68351333
861	59.63328251
862	59.53273133
863	59.4650622
864	59.36637539
865	59.29975283
866	59.2659494
867	59.2180849
868	59.12112667
869	59.0421858
870	58.9783109
871	58.88301551
872	58.83730951
873	58.74384883
874	58.66786984
875	58.63653615
876	58.57517675
877	58.45004159
878	58.35786521
879	58.29732116
880	58.21723234
881	58.14420394
882	58.11284969
883	58.03401719
884	58.00305248
885	57.90867257
886	57.76499769
887	57.73168966
888	57.70097559
889	57.67038576
890	57.64006212
891	57.56209338
892	57.53214347
893	57.43910366
894	57.29883283
895	57.26626453
896	57.23655492
897	57.20438103
898	57.17504481
899	57.09792446
900	57.06894738
901	56.97722682
902	56.84026494
903	56.80847692
904	56.779731
905	56.70352505
906	56.67512965
907	56.64710695
908	56.55674354
909	56.42290232
910	56.39147693
911	56.36367668
912	56.28834905
913	56.25725911
914	56.22977866
915	56.20265767
916	56.05393723
917	56.02713775
918	56.00068775
919	55.97458239
920	55.9488169
921	55.87548227
922	55.78663839
923	55.65570045
924	55.6219242
925	55.59107061
926	55.5578878
927	55.44338247
928	55.41303348
929	55.38801677
930	55.24354336
931	55.21882114
932	55.19441945
933	55.17033388
934	55.07527333
935	55.00318629
936	54.97935217
937	54.95582631
938	54.92481473
939	54.78397049
940	54.70169227
941	54.60809082
942	54.53775823
943	54.51463995
944	54.37737774
945	54.29649222
946	54.20440903
947	54.13584248
948	54.05633362
949	53.94568216
950	53.91515826
951	53.82496914
952	53.69144748
953	53.66986234
954	53.59150902
955	53.52438422
956	53.49610053
957	53.46608886
958	53.33554284
959	53.25842724
960	53.2286866
961	53.16324543
962	53.0702213
963	52.98245074
964	52.96108119
965	52.90161002
966	52.82562325
967	52.76690467
968	52.73745652
969	52.63965452
970	52.51320076
971	52.43830967
972	52.35293265
973	52.32562233
974	52.30444486
975	52.24661551
976	52.18654684
977	52.15754373
978	52.13674264
979	52.11619619
980	52.05901789
981	52.03870077
982	51.93512922
983	51.90653263
984	51.88640661
985	51.80249863
986	51.72954461
987	51.65426279
988	51.59823768
989	51.50498463
990	51.47842563
991	51.45847357
992	51.40308468
993	51.37492327
994	51.3452605
995	51.27244368
996	51.18819999
997	51.1686294
998	51.13964577
999	51.08549111
